,1,2,4,8,16,32,64,128
1,0.000569,0.000351,0.000192,0.000129,0.000104,0.000084,0.008250,0.000777
2,0.000313,0.000247,0.000134,0.000086,0.000073,0.008642,0.024713,0.003794
4,0.000188,0.000186,0.000102,0.000719,0.002199,0.011844,0.029549,0.001056
8,0.000139,0.000332,0.000250,0.001733,0.009527,0.030813,0.071361,0.001413
16,0.000145,0.000114,0.001457,0.011209,0.033849,0.067314,0.136085,0.004500
32,0.000945,0.000552,0.000759,0.004694,0.015508,0.035968,0.036312,0.001247
64,0.000945,0.000552,0.000759,0.004694,0.015508,0.035968,0.036312,0.001247
