,1,2,4,8,16,32,64,128
1,0.004153,0.002199,0.001194,0.000721,0.000476,0.000388,0.008489,0.001152
2,0.002171,0.001340,0.000761,0.000559,0.000413,0.008849,0.026045,0.001197
4,0.001183,0.000756,0.000445,0.000398,0.003273,0.012483,0.033470,0.001478
8,0.000704,0.000673,0.000640,0.002490,0.013202,0.031601,0.078250,0.004453
16,0.001271,0.000604,0.001044,0.020076,0.032680,0.069042,0.153529,0.005584
32,0.000474,0.000497,0.000752,0.005174,0.015658,0.035158,0.033279,0.001462
64,0.001641,0.000972,0.008074,0.016634,0.040916,0.056709,0.042135,
