,1,2,4,8,16,32,64,128
1,0.032287,0.016689,0.008786,0.004928,0.002820,0.001959,0.009855,0.002429
2,0.016345,0.008566,0.004674,0.002949,0.002046,0.008514,0.020600,0.002507
4,0.008583,0.004827,0.002836,0.001942,0.008256,0.012111,0.031243,0.002837
8,0.004654,0.003014,0.002570,0.008179,0.012558,0.034459,0.076353,0.004294
16,0.002779,0.001998,0.007114,0.014417,0.028201,0.064253,0.132388,0.005948
32,0.001937,0.001585,0.003450,0.004285,0.015590,0.034855,0.041278,0.001922
64,0.001541,0.001372,0.007177,0.015481,0.041803,0.057020,0.043109,
